id,cluster
4.5099105E7, 0
4.5970554E7, 0
4.5970555E7, 0
4.6331029E7, 0
4.6331122E7, 0
4.773169E7, 0
4.7731691E7, 0
4.7732977E7, 0
4.7732978E7, 0
4.7737156E7, 0
4.8201564E7, 0
4.8201565E7, 0
4.8201566E7, 0
4.8201567E7, 0
4.939834E7, 0
4.9398341E7, 0
4.9398343E7, 0
4.9398344E7, 0
4.9398345E7, 0
4.9398346E7, 0
4.9400729E7, 0
4.9992715E7, 0
4.9992716E7, 0
4.9992717E7, 0
4.9992718E7, 0
5.1130108E7, 0
5.1130176E7, 0
5.2517546E7, 0
5.3009026E7, 0
5.3339267E7, 0
5.3422312E7, 0
5.3422313E7, 0
5.3423775E7, 0
5.3423777E7, 0
5.3423778E7, 0
5.3423779E7, 0
5.342378E7, 0
5.3423782E7, 0
5.3424434E7, 0
5.3424435E7, 0
5.3424436E7, 0
5.4936288E7, 0
5.4936289E7, 0
5.493629E7, 0
5.4936291E7, 0
5.8512566E7, 0
6.0131051E7, 0
6.0297757E7, 0
6.0425362E7, 0
6.0425364E7, 0
6.0425371E7, 0
6.0426323E7, 0
6.0426324E7, 0
6.2158257E7, 0
6.2782595E7, 0
6.4798581E7, 0
6.4798583E7, 0
6.4856962E7, 0
6.514665E7, 0
6.9412221E7, 0
7.0120827E7, 0
7.0798106E7, 0
7.0823314E7, 0
7.1454123E7, 0
7.1454125E7, 0
7.1454126E7, 0
7.1744458E7, 0
7.1744459E7, 0
7.174446E7, 0
7.174465E7, 0
7.1744652E7, 0
7.1744653E7, 0
7.2379622E7, 0
7.2379625E7, 0
7.2382772E7, 0
7.2390445E7, 0
7.2390447E7, 0
7.239611E7, 0
7.2396251E7, 0
7.2396381E7, 0
7.2396468E7, 0
7.2411649E7, 0
7.2411652E7, 0
7.2411654E7, 0
7.2411656E7, 0
7.2411659E7, 0
7.2411662E7, 0
7.241256E7, 0
7.2412561E7, 0
7.2412571E7, 0
7.2413171E7, 0
7.2413173E7, 0
7.2413174E7, 0
7.2413176E7, 0
7.2413177E7, 0
7.2414092E7, 0
7.2414093E7, 0
7.2414096E7, 0
7.3606309E7, 0
7.360635E7, 0
7.3606386E7, 0
7.36064E7, 0
7.3606413E7, 0
7.3606437E7, 0
7.3606457E7, 0
7.4073514E7, 0
7.4073515E7, 0
7.4073516E7, 0
7.4073517E7, 0
7.4073518E7, 0
7.4073519E7, 0
7.4386101E7, 0
7.4386173E7, 0
7.4386182E7, 0
7.4386191E7, 0
7.4386208E7, 0
7.4386225E7, 0
7.4386257E7, 0
7.4386265E7, 0
7.4386267E7, 0
7.4386272E7, 0
7.4386294E7, 0
7.445775E7, 0
7.5234069E7, 0
7.5963182E7, 0
7.8867349E7, 0
7.8938357E7, 0
7.8945517E7, 0
8.027199E7, 0
8.0934555E7, 0
8.1123142E7, 0
8.2509699E7, 0
8.2509702E7, 0
8.2509703E7, 0
8.6402734E7, 0
8.6860664E7, 0
8.7070166E7, 0
8.9603633E7, 0
8.9603655E7, 0
8.960367E7, 0
8.9603677E7, 0
8.9603701E7, 0
8.9603722E7, 0
8.9603771E7, 0
8.9603777E7, 0
8.9603791E7, 0
8.9603804E7, 0
8.9603816E7, 0
8.9603841E7, 0
8.9603853E7, 0
8.960386E7, 0
8.9603866E7, 0
8.9603884E7, 0
8.9603896E7, 0
8.9603902E7, 0
8.9603908E7, 0
8.9603917E7, 0
8.9603931E7, 0
8.9603946E7, 0
8.9603952E7, 0
8.9603962E7, 0
8.9603971E7, 0
8.9603979E7, 0
8.9604009E7, 0
8.9604021E7, 0
8.9604043E7, 0
8.9604071E7, 0
8.9604085E7, 0
8.9604101E7, 0
8.9604113E7, 0
8.9604123E7, 0
8.9604152E7, 0
8.9604173E7, 0
8.9604202E7, 0
8.9604225E7, 0
8.9604234E7, 0
8.9604264E7, 0
8.9604289E7, 0
8.9604299E7, 0
8.9604316E7, 0
8.9604326E7, 0
8.9604335E7, 0
8.9604347E7, 0
8.9604359E7, 0
8.9604369E7, 0
8.9604381E7, 0
8.9604394E7, 0
8.9604412E7, 0
8.9604438E7, 0
8.9604453E7, 0
8.9604462E7, 0
8.9604475E7, 0
8.9604496E7, 0
8.9604517E7, 0
8.9604553E7, 0
8.9604571E7, 0
8.9604603E7, 0
8.9604644E7, 0
8.9604663E7, 0
8.9604687E7, 0
8.9604697E7, 0
8.9604717E7, 0
8.9604758E7, 0
8.9604768E7, 0
8.9604782E7, 0
8.96048E7, 0
8.9604834E7, 0
8.9604846E7, 0
8.9604872E7, 0
8.9604887E7, 0
8.9604899E7, 0
8.9604919E7, 0
8.9604931E7, 0
8.9604946E7, 0
8.9604957E7, 0
8.9604967E7, 0
8.9604982E7, 0
8.9604994E7, 0
8.9605007E7, 0
8.9605023E7, 0
8.9605033E7, 0
8.9605062E7, 0
8.960509E7, 0
8.96051E7, 0
8.9605117E7, 0
8.9605128E7, 0
8.960514E7, 0
8.9605151E7, 0
8.9605163E7, 0
8.9605171E7, 0
8.960518E7, 0
8.9605191E7, 0
8.9605198E7, 0
8.9605216E7, 0
8.9605227E7, 0
8.9605244E7, 0
9.0364324E7, 0
9.0367775E7, 0
9.0376542E7, 0
9.1854822E7, 0
9.2216303E7, 0
9.2799421E7, 0
9.2863861E7, 0
9.2867707E7, 0
9.4043974E7, 0
9.4044266E7, 0
9.4125384E7, 0
9.4125386E7, 0
9.4533659E7, 0
9.4629085E7, 0
9.4629089E7, 0
9.4637188E7, 0
9.4638201E7, 0
9.5060793E7, 0
9.5060805E7, 0
9.5060921E7, 0
9.5061015E7, 0
9.5061036E7, 0
9.5061067E7, 0
9.5061101E7, 0
9.5088039E7, 0
9.5255884E7, 0
9.5290133E7, 0
9.5576009E7, 0
9.5576089E7, 0
9.5576174E7, 0
9.5576217E7, 0
9.5576303E7, 0
9.5576339E7, 0
9.557639E7, 0
9.5576431E7, 0
9.5576498E7, 0
9.5930033E7, 0
9.6868776E7, 0
9.7864319E7, 0
9.7932717E7, 0
9.8216748E7, 0
9.8216922E7, 0
9.8216941E7, 0
9.8216958E7, 0
9.8216986E7, 0
9.9269568E7, 0
9.9274259E7, 0
9.9274261E7, 0
1.02254103E8, 0
1.03025522E8, 0
1.0302951E8, 0
1.03438998E8, 0
1.03439107E8, 0
1.03439175E8, 0
1.03439245E8, 0
1.03439313E8, 0
1.03439385E8, 0
1.03439756E8, 0
1.04260936E8, 0
1.05182748E8, 0
1.05183255E8, 0
1.05371028E8, 0
1.06956413E8, 0
1.06956415E8, 0
1.06990682E8, 0
1.08393044E8, 0
1.08953673E8, 0
1.08953902E8, 0
1.10519316E8, 0
1.10521158E8, 0
1.12700781E8, 0
1.13488117E8, 0
1.15457243E8, 0
1.15591819E8, 0
1.15591877E8, 0
1.1559192E8, 0
1.15591973E8, 0
1.15592043E8, 0
1.15592493E8, 0
1.15592683E8, 0
1.15592753E8, 0
1.15836482E8, 0
1.15925923E8, 0
1.16329244E8, 0
1.16412411E8, 0
1.16627845E8, 0
1.16627847E8, 0
1.16627848E8, 0
1.16627849E8, 0
1.1662785E8, 0
1.16629018E8, 0
1.1662902E8, 0
1.16629021E8, 0
1.16629022E8, 0
1.16629023E8, 0
1.16629024E8, 0
1.16629385E8, 0
1.16629386E8, 0
1.17570113E8, 0
1.17961025E8, 0
1.18206227E8, 0
1.18206229E8, 0
1.1820623E8, 0
1.18206233E8, 0
1.18209886E8, 0
1.18209887E8, 0
1.19580928E8, 0
1.19581538E8, 0
1.2002285E8, 0
1.21222183E8, 0
1.21879986E8, 0
1.22039642E8, 0
1.22040247E8, 0
1.2204083E8, 0
1.22041997E8, 0
1.22044038E8, 0
1.22045189E8, 0
1.22045963E8, 0
1.22115573E8, 0
1.22206352E8, 0
1.23690708E8, 0
1.23958025E8, 0
1.24149786E8, 0
1.24149787E8, 0
1.24149788E8, 0
1.24149789E8, 0
1.2414979E8, 0
1.24149791E8, 0
1.24152006E8, 0
1.24152007E8, 0
1.24152008E8, 0
1.24152009E8, 0
1.2415201E8, 0
1.24152011E8, 0
1.24155458E8, 0
1.24155459E8, 0
1.2415546E8, 0
1.24155461E8, 0
1.24156717E8, 0
1.24156718E8, 0
1.24156719E8, 0
1.2415672E8, 0
1.24156721E8, 0
1.24158034E8, 0
1.24189296E8, 0
1.24189298E8, 0
1.24189299E8, 0
1.241893E8, 0
1.24189301E8, 0
1.24189302E8, 0
1.24194114E8, 0
1.24194115E8, 0
1.24194116E8, 0
1.24194117E8, 0
1.24194118E8, 0
1.24194119E8, 0
1.24199722E8, 0
1.24199723E8, 0
1.24199724E8, 0
1.24199726E8, 0
1.25740825E8, 0
1.25812373E8, 0
1.25812545E8, 0
1.26887082E8, 0
1.26942135E8, 0
1.27413455E8, 0
1.27413471E8, 0
1.27471515E8, 0
1.27471516E8, 0
1.27471518E8, 0
1.27471519E8, 0
1.2747152E8, 0
1.27474942E8, 0
1.27474944E8, 0
1.27480132E8, 0
1.27480133E8, 0
1.27480134E8, 0
1.27480135E8, 0
1.27480138E8, 0
1.27482966E8, 0
1.27482967E8, 0
1.27482968E8, 0
1.27482969E8, 0
1.2748297E8, 0
1.27482971E8, 0
1.27485459E8, 0
1.2748546E8, 0
1.27826927E8, 0
1.28068869E8, 0
1.2881979E8, 0
1.2882095E8, 0
1.29312685E8, 0
1.3005152E8, 0
1.30051549E8, 0
1.30717297E8, 0
1.30745821E8, 0
1.30909399E8, 0
1.31527934E8, 0
1.31527993E8, 0
1.31528067E8, 0
1.31528181E8, 0
1.31528351E8, 0
1.31528492E8, 0
1.31528619E8, 0
1.31528697E8, 0
1.31528828E8, 0
1.31528902E8, 0
1.32254643E8, 0
1.32255584E8, 0
1.32256363E8, 0
1.33048251E8, 0
1.33048307E8, 0
1.33048384E8, 0
1.33048439E8, 0
1.33048486E8, 0
1.36020853E8, 0
1.36021159E8, 0
1.3602121E8, 0
1.36021261E8, 0
1.3738123E8, 0
1.37381245E8, 0
1.37381267E8, 0
1.37381276E8, 0
1.38440869E8, 0
1.40281884E8, 0
1.41409552E8, 0
1.42203517E8, 0
1.42659977E8, 0
1.42659995E8, 0
1.42660012E8, 0
1.4266003E8, 0
1.42660045E8, 0
1.42660061E8, 0
1.42660072E8, 0
1.42660087E8, 0
1.43390915E8, 0
1.44652727E8, 0
1.4465275E8, 0
1.44652762E8, 0
1.44687026E8, 0
1.44690552E8, 0
1.44699884E8, 0
1.44701532E8, 0
1.45685145E8, 0
1.45685167E8, 0
1.45685185E8, 0
1.4568521E8, 0
1.45685292E8, 0
1.45685344E8, 0
1.45685398E8, 0
1.4571945E8, 0
1.4708543E8, 0
1.47085533E8, 0
1.47085611E8, 0
1.47085681E8, 0
1.47085783E8, 0
1.47515755E8, 0
1.47617316E8, 0
1.47767169E8, 0
1.48081052E8, 0
1.48108731E8, 0
1.48108761E8, 0
1.48108787E8, 0
1.48108814E8, 0
1.48108823E8, 0
1.48108846E8, 0
1.48108877E8, 0
1.48108977E8, 0
1.48108997E8, 0
1.49194298E8, 0
1.50340649E8, 0
1.50601462E8, 0
1.51020557E8, 0
1.51020573E8, 0
1.51020616E8, 0
1.51029232E8, 0
1.51029336E8, 0
1.5102936E8, 0
1.51029454E8, 0
1.51029526E8, 0
1.51029617E8, 0
1.52516969E8, 0
1.52544784E8, 0
1.52959833E8, 0
1.54139589E8, 0
1.54308258E8, 0
1.54308275E8, 0
1.54308294E8, 0
1.54308312E8, 0
1.54352177E8, 0
1.54367947E8, 0
1.54367949E8, 0
1.5437396E8, 0
1.54390685E8, 0
1.54408108E8, 0
1.55541059E8, 0
1.56340119E8, 0
1.56340234E8, 0
1.56340305E8, 0
1.56340369E8, 0
1.56340438E8, 0
1.56340511E8, 0
1.56340562E8, 0
1.56340593E8, 0
1.56340612E8, 0
1.5634064E8, 0
1.56340675E8, 0
1.56340701E8, 0
1.56340717E8, 0
1.56340751E8, 0
1.56340764E8, 0
1.56340791E8, 0
1.56340811E8, 0
1.56340838E8, 0
1.56340863E8, 0
1.56340895E8, 0
1.56340921E8, 0
1.56340945E8, 0
1.56340984E8, 0
1.5634101E8, 0
1.56397109E8, 0
1.57134916E8, 0
1.57134931E8, 0
1.57134998E8, 0
1.57135028E8, 0
1.57135056E8, 0
1.57135078E8, 0
1.57135129E8, 0
1.57135204E8, 0
1.57135223E8, 0
1.57135285E8, 0
1.57135349E8, 0
1.57135371E8, 0
1.5713541E8, 0
1.5713545E8, 0
1.57135492E8, 0
1.5713553E8, 0
1.57135551E8, 0
1.57532914E8, 0
1.57902052E8, 0
1.57902153E8, 0
1.57902184E8, 0
1.57902202E8, 0
1.57902223E8, 0
1.57902243E8, 0
1.57944924E8, 0
1.57946399E8, 0
1.57947862E8, 0
1.57947863E8, 0
1.57947866E8, 0
1.57947868E8, 0
1.57947869E8, 0
1.57949885E8, 0
1.57949886E8, 0
1.5794989E8, 0
1.579515E8, 0
1.57951501E8, 0
1.57951502E8, 0
1.57951504E8, 0
1.57953168E8, 0
1.58194574E8, 0
1.58194578E8, 0
1.58710662E8, 0
1.58710695E8, 0
1.58710744E8, 0
1.58710777E8, 0
1.58710796E8, 0
1.58710825E8, 0
1.58710839E8, 0
1.59253469E8, 0
1.59253741E8, 0
1.59253756E8, 0
1.59253768E8, 0
1.59253787E8, 0
1.59253802E8, 0
1.59253812E8, 0
1.59253827E8, 0
1.59253852E8, 0
1.59253873E8, 0
1.59253891E8, 0
1.59253905E8, 0
1.59253918E8, 0
1.59274128E8, 0
1.59274154E8, 0
1.59274189E8, 0
1.59274203E8, 0
1.59274232E8, 0
1.60956601E8, 0
1.61189054E8, 0
1.61194211E8, 0
1.62980363E8, 0
1.62980364E8, 0
1.62980365E8, 0
1.62980366E8, 0
1.62980367E8, 0
1.62980368E8, 0
1.63645282E8, 0
1.63653954E8, 0
1.63817115E8, 0
1.64401808E8, 0
1.64401809E8, 0
1.64401811E8, 0
1.64405897E8, 0
1.64405899E8, 0
1.644059E8, 0
1.64405901E8, 0
1.64405902E8, 0
1.64405903E8, 0
1.64408766E8, 0
1.64408767E8, 0
1.64408768E8, 0
1.64408769E8, 0
1.64408771E8, 0
1.64408772E8, 0
1.64416401E8, 0
1.64416404E8, 0
1.66734925E8, 0
1.68578795E8, 0
1.68578871E8, 0
1.68578904E8, 0
1.68578946E8, 0
1.70287051E8, 0
1.7080952E8, 0
1.70821761E8, 0
1.70821762E8, 0
1.71094466E8, 0
1.71094485E8, 0
1.71094506E8, 0
1.71607565E8, 0
1.71607666E8, 0
1.71607711E8, 0
1.7160775E8, 0
1.71607807E8, 0
1.71607895E8, 0
1.71607928E8, 0
1.71607997E8, 0
1.71608049E8, 0
1.71608104E8, 0
1.71608173E8, 0
1.71608219E8, 0
1.71608327E8, 0
1.71608406E8, 0
1.7160846E8, 0
1.71608515E8, 0
1.71608569E8, 0
1.71608598E8, 0
1.71608711E8, 0
1.71608765E8, 0
1.71608966E8, 0
1.71609226E8, 0
1.71609306E8, 0
1.71609354E8, 0
1.71609432E8, 0
1.71609467E8, 0
1.71609514E8, 0
1.7160969E8, 0
1.71609866E8, 0
1.71609984E8, 0
1.71610086E8, 0
1.71610211E8, 0
1.71610294E8, 0
1.71610412E8, 0
1.71610482E8, 0
1.71610559E8, 0
1.71610619E8, 0
1.71610713E8, 0
1.71610762E8, 0
1.71610801E8, 0
1.71610848E8, 0
1.71610923E8, 0
1.71610995E8, 0
1.71611048E8, 0
1.71964313E8, 0
1.72175591E8, 0
1.72615043E8, 0
1.72615174E8, 0
1.72811012E8, 0
1.73316069E8, 0
1.73316137E8, 0
1.73316167E8, 0
1.73316185E8, 0
1.73316213E8, 0
1.73316232E8, 0
1.73316256E8, 0
1.73316283E8, 0
1.73316317E8, 0
1.7331658E8, 0
1.73316605E8, 0
1.73316657E8, 0
1.73316789E8, 0
1.73316818E8, 0
1.73316878E8, 0
1.7343692E8, 0
1.74397672E8, 0
1.74400288E8, 0
1.7440057E8, 0
1.74400802E8, 0
1.74407778E8, 0
1.74407806E8, 0
1.7440783E8, 0
1.74407852E8, 0
1.74408204E8, 0
1.74490138E8, 0
1.75665021E8, 0
1.75733859E8, 0
1.75733862E8, 0
1.75733863E8, 0
1.75733864E8, 0
1.75745916E8, 0
1.75745917E8, 0
1.75745918E8, 0
1.75745919E8, 0
1.75745921E8, 0
1.75745922E8, 0
1.76183907E8, 0
1.76197187E8, 0
1.76200288E8, 0
1.76351894E8, 0
1.76351895E8, 0
1.76351896E8, 0
1.76351897E8, 0
1.76351898E8, 0
1.763519E8, 0
1.76923355E8, 0
1.76923356E8, 0
1.76923357E8, 0
1.76923359E8, 0
1.7692336E8, 0
1.76923361E8, 0
1.79667866E8, 0
1.7966789E8, 0
1.79667913E8, 0
1.79667939E8, 0
1.7966796E8, 0
1.79667994E8, 0
1.79668034E8, 0
1.79668056E8, 0
1.79668081E8, 0
1.79668102E8, 0
1.79668125E8, 0
1.79668144E8, 0
1.79668169E8, 0
1.79668204E8, 0
1.79668232E8, 0
1.79668248E8, 0
1.79668268E8, 0
1.79668309E8, 0
1.79668341E8, 0
1.79668383E8, 0
1.79668446E8, 0
1.80943962E8, 0
1.80947927E8, 0
1.80949853E8, 0
1.80960434E8, 0
1.80961009E8, 0
1.80967842E8, 0
1.81933496E8, 0
1.82366986E8, 0
1.82566569E8, 0
1.825667E8, 0
1.82566801E8, 0
1.82566882E8, 0
1.82566976E8, 0
1.82567111E8, 0
1.82567218E8, 0
1.82567294E8, 0
1.82567395E8, 0
1.82567489E8, 0
1.82567646E8, 0
1.82567835E8, 0
1.82568001E8, 0
1.82568171E8, 0
1.82568333E8, 0
1.82568516E8, 0
1.82568654E8, 0
1.82568797E8, 0
1.82569004E8, 0
1.82569152E8, 0
1.82569287E8, 0
1.82569428E8, 0
1.8256957E8, 0
1.82571421E8, 0
1.82571431E8, 0
1.82571612E8, 0
1.82571761E8, 0
1.82571962E8, 0
1.82572119E8, 0
1.82572309E8, 0
1.82572495E8, 0
1.82572659E8, 0
1.82572775E8, 0
1.82573008E8, 0
1.82573374E8, 0
1.8257442E8, 0
1.82574654E8, 0
1.82574848E8, 0
1.82575024E8, 0
1.8257521E8, 0
1.82575581E8, 0
1.82575772E8, 0
1.8257594E8, 0
1.82576233E8, 0
1.8257638E8, 0
1.82576546E8, 0
1.82576745E8, 0
1.82807346E8, 0
1.82807438E8, 0
1.82807521E8, 0
1.83234462E8, 0
1.83234607E8, 0
1.83234695E8, 0
1.83234768E8, 0
1.83234799E8, 0
1.83234904E8, 0
1.83516826E8, 0
1.83966771E8, 0
1.83966772E8, 0
1.83966773E8, 0
1.83966774E8, 0
1.84132256E8, 0
1.84630414E8, 0
1.86233195E8, 0
1.87467558E8, 0
1.87467559E8, 0
1.87467561E8, 0
1.87467565E8, 0
1.87467566E8, 0
1.874699E8, 0
1.87469901E8, 0
1.87614577E8, 0
1.87622705E8, 0
1.87627284E8, 0
1.87628107E8, 0
1.87640807E8, 0
1.88324278E8, 0
1.88324368E8, 0
1.88324458E8, 0
1.88324485E8, 0
1.8839791E8, 0
1.88400555E8, 0
1.88400556E8, 0
1.88634747E8, 0
1.89351041E8, 0
1.89377516E8, 0
1.89377539E8, 0
1.89377566E8, 0
1.8937759E8, 0
1.89377614E8, 0
1.89377656E8, 0
1.89377693E8, 0
1.89377727E8, 0
1.8937775E8, 0
1.89377779E8, 0
1.89377798E8, 0
1.89377813E8, 0
1.8937783E8, 0
1.89377847E8, 0
1.89377861E8, 0
1.89377878E8, 0
1.89377889E8, 0
1.89377909E8, 0
1.89377933E8, 0
1.89377944E8, 0
1.89377965E8, 0
1.89377982E8, 0
1.89712016E8, 0
1.8971208E8, 0
1.89712146E8, 0
1.89712176E8, 0
1.89712203E8, 0
1.89712233E8, 0
1.89712304E8, 0
1.90953332E8, 0
1.90953333E8, 0
1.90953334E8, 0
1.92136271E8, 0
1.92559102E8, 0
1.92897677E8, 0
1.92897678E8, 0
1.92897679E8, 0
1.93356802E8, 0
1.9392098E8, 0
1.93920981E8, 0
1.94278114E8, 0
1.94693285E8, 0
1.94693286E8, 0
1.94693287E8, 0
1.94703329E8, 0
1.94703365E8, 0
1.94797552E8, 0
1.96597061E8, 0
1.97136801E8, 0
1.98780657E8, 0
2.01873071E8, 0
2.02116512E8, 0
2.02879811E8, 0
2.02932566E8, 0
2.05066127E8, 0
2.05066128E8, 0
2.10590293E8, 0
2.10861732E8, 0
2.10861733E8, 0
2.11337566E8, 0
2.11337613E8, 0
2.1133938E8, 0
2.1134368E8, 0
2.11343725E8, 0
2.11343782E8, 0
2.11343908E8, 0
2.11343954E8, 0
2.11344133E8, 0
2.11344188E8, 0
2.11344286E8, 0
2.11389362E8, 0
2.11653938E8, 0
2.1522547E8, 0
2.17600666E8, 0
2.17600669E8, 0
2.17701583E8, 0
2.17701588E8, 0
2.19676276E8, 0
2.19851932E8, 0
2.20845793E8, 0
2.2089363E8, 0
2.20893632E8, 0
2.22953813E8, 0
2.26376266E8, 0
2.27234022E8, 0
2.29178842E8, 0
2.29178846E8, 0
2.30293629E8, 0
2.30293638E8, 0
2.30478999E8, 0
2.31455221E8, 0
2.31455242E8, 0
2.31455263E8, 0
2.31455275E8, 0
2.31455288E8, 0
2.3145531E8, 0
2.31455319E8, 0
2.31455347E8, 0
2.31455362E8, 0
2.31455381E8, 0
2.31455395E8, 0
2.31455527E8, 0
2.31455647E8, 0
2.31455669E8, 0
2.31455682E8, 0
2.31455696E8, 0
2.3145572E8, 0
2.31455744E8, 0
2.31455765E8, 0
2.31455807E8, 0
2.31455827E8, 0
2.31455841E8, 0
2.31455883E8, 0
2.31455897E8, 0
2.31455906E8, 0
2.31455917E8, 0
2.31455929E8, 0
2.31455952E8, 0
2.31455999E8, 0
2.31456008E8, 0
2.31456053E8, 0
2.31456059E8, 0
2.31456069E8, 0
2.31456088E8, 0
2.31456118E8, 0
2.31456166E8, 0
2.31456175E8, 0
2.35928542E8, 0
2.35942397E8, 0
2.3748171E8, 0
2.38456319E8, 0
2.38456354E8, 0
2.38483293E8, 0
2.38483319E8, 0
2.3930672E8, 0
2.39306726E8, 0
2.39306729E8, 0
2.39306731E8, 0
2.3930675E8, 0
2.39390543E8, 0
2.41134696E8, 0
2.41579689E8, 0
2.4157978E8, 0
2.42225959E8, 0
2.42468296E8, 0
2.42468553E8, 0
2.42468655E8, 0
2.43093687E8, 0
2.43097707E8, 0
2.43097771E8, 0
2.43348864E8, 0
2.43355428E8, 0
2.43379579E8, 0
2.43433477E8, 0
2.43742387E8, 0
2.43742449E8, 0
2.43948157E8, 0
2.4394816E8, 0
2.43948162E8, 0
2.43948163E8, 0
2.4394817E8, 0
2.4394818E8, 0
2.43992128E8, 0
2.4399213E8, 0
2.43992132E8, 0
2.43992134E8, 0
2.43992135E8, 0
2.43992138E8, 0
2.44014108E8, 0
2.44014112E8, 0
2.44014114E8, 0
2.44014116E8, 0
2.44014119E8, 0
2.44014123E8, 0
2.44037852E8, 0
2.44037855E8, 0
2.44037858E8, 0
2.44037866E8, 0
2.44037868E8, 0
2.44037872E8, 0
2.44874536E8, 0
2.45545515E8, 0
2.45554602E8, 0
2.45554852E8, 0
2.45555349E8, 0
2.4555557E8, 0
2.45555947E8, 0
2.45556195E8, 0
2.45557878E8, 0
2.45565069E8, 0
2.4556519E8, 0
2.45565269E8, 0
2.45565295E8, 0
2.45565354E8, 0
2.45565395E8, 0
2.45565408E8, 0
2.45565449E8, 0
2.455655E8, 0
2.45565535E8, 0
2.455656E8, 0
2.45565644E8, 0
2.45565713E8, 0
2.45565776E8, 0
2.45565823E8, 0
2.45565893E8, 0
2.45565959E8, 0
2.45566E8, 0
2.45566105E8, 0
2.45566157E8, 0
2.45566213E8, 0
2.45566272E8, 0
2.45570978E8, 0
2.45571231E8, 0
2.45571516E8, 0
2.45571715E8, 0
2.4570386E8, 0
2.45704585E8, 0
2.4570524E8, 0
2.45706047E8, 0
2.45706936E8, 0
2.45720393E8, 0
2.45721868E8, 0
2.45723393E8, 0
2.4572575E8, 0
2.45727754E8, 0
2.45729272E8, 0
2.45730223E8, 0
2.4573076E8, 0
2.45736705E8, 0
2.45737236E8, 0
2.45737786E8, 0
2.45738447E8, 0
2.45739046E8, 0
2.45739885E8, 0
2.4574066E8, 0
2.45741474E8, 0
2.45742287E8, 0
2.45743157E8, 0
2.45743917E8, 0
2.45744894E8, 0
2.45745712E8, 0
2.45746591E8, 0
2.45747386E8, 0
2.457483E8, 0
2.45749514E8, 0
2.45750869E8, 0
2.45752095E8, 0
2.45753332E8, 0
2.45754492E8, 0
2.45755704E8, 0
2.4575625E8, 0
2.45756912E8, 0
2.45757972E8, 0
2.45758697E8, 0
2.45759476E8, 0
2.4576069E8, 0
2.45897881E8, 0
2.45903227E8, 0
2.45914806E8, 0
2.45921131E8, 0
